,row,col
増幅,6,7
泥,6,2
幹部,17,4
中田,11,0
集合,13,4
入り口,12,5
かっこよい,0,1
平等,1,0
面白,10,1
恥,2,1
裕福,14,4
所長,10,1
家庭内,14,1
連覇,4,5
吉本興業,17,6
毎朝,0,3
日目,13,7
域,7,8
自在,7,6
躊躇,1,0
果汁,7,0
福島県,14,8
狂う,4,2
丸い,6,6
とつ,8,3
当てはまる,15,1
中毒,4,0
立ち寄る,0,3
大津,17,7
一方的,13,1
香る,7,0
随所,5,8
不可,11,8
彷彿,1,6
らしさ,5,8
東口,12,6
中東,12,5
本数,10,7
世話,14,3
併用,10,6
矢先,16,5
送れる,14,1
途切れる,1,2
立体感,6,8
消失,17,8
超小型,10,6
使用可能,9,6
嫌がる,1,1
実情,15,1
正宜,10,1
送付,11,8
四角い,7,5
明,11,5
損害,17,8
見直し,9,7
国会,17,8
通信環境,8,8
早稲田大学,14,7
矯正,6,3
廃止,17,8
販売中,10,4
飲食,13,6
良質,8,1
受注,10,8
豪徳寺,10,4
下回る,9,8
曲がる,6,5
もてなす,8,0
悠里,1,7
雷,10,5
共働き,14,2
明石家さんま,17,6
野球界,16,6
事実婚,15,1
負傷,4,5
やせる,4,0
ゆとり,2,0
山根,12,0
大徳,1,0
金泉,11,0
製法,7,0
喫す,4,5
槙原,16,6
浅尾,4,5
柔軟剤,7,0
手順書,11,8
檀れい,1,8
大戦,0,8
貧しい,0,6
被る,2,3
親密,1,0
王道,10,3
覇王,0,7
国王,17,5
美術,5,8
塩谷瞬,17,5
共存,17,2
映像化,0,8
砂,0,4
剣,0,6
闘い,0,6
暴言,17,6
紡ぐ,0,6
遂行,17,4
空前,0,7
思いつく,0,2
憶測,17,7
つとめる,10,0
赴く,13,5
懸ける,3,6
暗殺者,3,8
照れる,0,1
私生活,12,0
産まれる,1,1
紗綾,1,7
製作総指揮,1,8
切り開く,3,0
谷,10,0
大自然,0,5
熟寝,5,6
次元,5,7
牛乳,7,0
遠慮,13,1
小栗旬,1,8
命じる,16,4
鉱区,17,3
おかもと,17,6
釘付け,2,5
絶好,12,5
棚,7,3
精子,5,1
気さく,12,0
率直,13,0
距離感,1,0
帰省,13,3
寸前,15,4
自己責任,4,0
持論,17,6
説得力,5,8
祝う,1,3
探し出す,8,4
かえる,1,6
椅子,6,5
締めくくる,1,6
上海,13,7
北川景子,1,8
鮮明,6,8
武藤,10,0
真っ白,0,5
病,4,0
祝福,17,5
とい,8,2
委員,15,8
待ちわびる,10,4
打ち込む,2,2
加藤夏希,1,8
出来,3,4
晒す,3,2
おもてなし,0,5
出先,0,2
唱える,4,1
内侍,1,1
ナイト,4,1
記念日,13,8
根拠,16,2
おでん,8,0
異端,0,1
繰り返し,5,3
お台場,13,8
お披露目,14,8
太陽光,7,7
ひみつ,1,8
かわす,4,4
預ける,4,2
堅実,14,2
わがまま,2,0
屋内,12,5
来月,13,8
球界,4,5
合わせ,6,6
紫,3,8
昔ながらの,8,0
製作委員会,0,8
わく,1,2
黄金,9,0
お昼,13,8
難易度,5,5
おもちゃ,0,4
正式発表,10,7
決定的,4,4
光沢,6,8
工事,10,7
音声通話,9,6
転機,15,5
義務,17,8
本間,12,7
任す,17,1
技術力,17,0
披露宴,13,3
ヤラセ,17,7
永野つかさ,10,0
出店,13,7
改行,7,5
試作,10,6
法案,17,8
取扱店,11,8
あんしん,10,6
遠隔,9,6
ねる,9,1
本文,8,5
守り,5,4
見学,14,8
有る,7,4
使用料,10,8
分解,5,0
着脱,7,6
車種,10,7
都度,8,4
理系,17,1
暢,14,7
苦情,12,2
酷,17,5
上がり,6,0
細胞,5,0
履歴書,17,8
豆乳,8,0
直下,6,6
人脈,17,0
ひろゆき,17,7
新成人,15,6
着心地,6,8
入浴,6,0
犬山,0,1
越後,4,5
憂鬱,13,3
開幕戦,4,5
回戦,4,5
生理的,1,0
痔,5,0
薫,11,0
燃料,8,8
帰還,14,5
動揺,17,5
さと,6,8
震える,3,2
芝居,1,1
小森純,11,0
居場所,14,4
小学,14,5
決心,3,0
このは,9,4
天使,0,6
気持,12,1
自身初,1,8
使い分け,7,6
諸君,10,2
度胸,0,0
奥深い,0,5
完成度,6,8
地上波,4,3
日日日,13,7
唸る,1,6
喪失,1,6
興行,0,8
締める,1,3
絶える,17,6
閉じ込める,0,5
片山,17,8
玄米,8,0
打ち上げる,15,7
全編,0,7
頭脳,4,8
恋しい,12,2
扮,2,8
会期,13,8
満島ひかり,1,8
取り巻く,17,2
教え,2,0
直面,3,0
ぶん,5,4
遊園地,5,4
おっしゃる,1,1
制覇,15,6
替え,7,3
造る,8,1
過去最高,9,8
車内,6,5
座席,7,5
迷い,1,0
改革,16,1
園子温,0,8
速さ,7,7
報酬,17,8
仮説,16,0
背筋,6,5
心掛ける,4,1
生態,4,8
発掘,17,2
清水,17,6
義援金,15,8
建てる,13,4
大企業,17,0
滑る,5,2
進歩,17,2
入り込む,2,2
沸騰,11,4
定評,5,8
人柄,2,1
培う,5,8
戸惑い,3,4
美香,11,0
駐車場,12,5
革新,6,8
借り手,13,0
走り,5,7
妻夫木,2,8
破れ,3,4
織る,1,5
払拭,16,1
広大,12,5
痛,5,5
秋元康,11,0
国債,9,8
見分ける,14,0
用語,9,3
然ること,4,6
酔う,1,2
一品,8,0
豚肉,8,0
いやいや,0,1
おしい,3,0
老ける,4,1
進学,15,5
食堂,12,7
日曜,13,7
おにぎり,8,0
気質,4,1
お手本,16,0
無料通話,9,4
行事,13,3
浅い,15,2
ゆる,1,5
仮想,8,7
豆知識,10,3
つなぎ,7,0
嫁さん,1,1
危険性,4,0
説明会,14,8
長続き,3,0
本革,10,5
無難,14,1
工房,13,7
縦横,6,6
ことも,7,4
合金,6,7
丸み,6,8
例外,16,1
訂正,17,8
広角,6,7
入荷,11,7
消化,5,0
今日この頃,0,3
辞退,17,8
消耗,5,2
測定器,10,6
抜粋,15,7
業績,17,0
行楽,0,4
まろやか,7,0
奥行,6,6
加,5,0
美容整形,14,1
受験,15,5
草食系,3,8
喫煙,5,0
中畑,17,6
恋愛感情,1,0
田中将大,17,6
永井,10,0
柴田,11,0
管理職,17,0
専門職,17,0
深山,11,0
敏感肌,5,1
三才,12,0
幹細胞,17,2
自営業,12,0
西新,13,7
小惑星,14,5
めちゃくちゃ,3,4
共演者,2,8
人気漫画,0,8
対等,2,0
さら,17,1
裏話,17,6
必至,2,4
神奈川県,13,6
華やかさ,4,8
月曜日,13,8
信頼関係,2,0
反撃,17,5
太鼓判,3,5
封印,0,6
思春期,4,0
甲冑,0,7
居住,16,8
等身大,4,8
見上げる,0,4
ずれる,1,2
思いがけない,12,3
営む,13,4
中盤,5,5
意,16,8
手伝い,14,3
南部,13,5
再生回数,0,7
あれだけ,3,4
無邪気,2,1
散々,3,3
単行本,9,2
お芝居,1,2
なのかな,12,2
苦,0,3
狂気,4,8
関与,17,4
初売り,10,4
死闘,0,6
本場,9,0
ふしぎ,10,3
口調,3,4
秒で,7,4
はずす,5,2
重低音,6,7
判別,7,6
がん,4,0
核,17,3
あれから,15,5
引き立てる,1,4
宿敵,16,4
切り取る,0,5
男と女,3,0
恋の罪,0,8
医学,17,1
階段,0,5
頑張り,2,1
令,10,1
江戸時代,0,5
十字架,4,7
先立つ,11,7
やばい,3,3
終盤,3,5
示唆,17,1
取っ手,7,3
屋上,12,5
爽快感,5,8
誌面,9,3
めざす,16,1
原則,15,1
不自然,3,3
力説,16,5
女神,0,6
紳士,4,8
山本太郎,17,5
純,15,5
暴行,17,5
拓く,1,6
警視庁,16,8
分け前,5,3
いっしょ,13,4
多岐,17,2
負け犬,16,2
真意,17,6
手足,6,4
真っ赤,2,4
痛々しい,2,5
山下,14,8
日本語版,10,3
翌朝,5,1
発端,17,7
遊び方,7,4
即座,8,4
開催期間,13,8
旗,5,5
気まずい,1,2
お盆,0,3
晩,0,3
先進国,17,1
最長,8,8
見据える,17,1
大人っぽい,7,2
とらわれる,16,1
抱っこ,1,3
ほしのあき,17,5
資源,17,2
説く,16,1
一周,6,3
給与,9,8
一貫,17,1
北京,15,6
久美子,11,0
達する,5,4
限定販売,11,7
日替わり,8,0
共同開発,10,6
もんじゃ,0,0
自己紹介,13,1
魅惑,5,8
付け加える,13,0
美意識,5,8
外せる,14,1
超高速,10,5
さがす,8,4
爆速,10,5
幻滅,3,2
協議,15,8
総務省,10,7
咲く,1,4
画面表示,8,7
無許可,17,8
一通り,0,2
花見,0,3
効率的,16,0
相場,9,8
豪雨,11,5
かんたん,9,5
注力,9,7
山根康宏,10,4
おかけ,17,8
対象機種,11,8
別売り,10,5
入れ,7,1
駅前,12,6
車載,10,5
円い,9,8
参拝,13,5
台頭,17,2
日本通信,10,7
発光,6,7
液,6,0
しつこい,1,1
線量計,10,4
有吉弘行,17,6
こたつ。,10,4
逆光,6,6
一条真人,17,2
美元,17,5
悔しさ,4,4
浄化,6,1
美容室,12,0
齢,5,0
お花,0,4
衣類,6,0
養育費,17,5
張り切る,12,1
裕子,11,0
黒田,17,5
預金,9,8
大竹,10,0
篠原,17,2
恵美,11,0
適量,6,0
塩麹,8,0
子宮,4,0
俊輔,4,5
同夜,4,5
川澄奈穂美,3,6
槙野,16,7
結納,13,3
挙句,17,5
王室,0,6
収容,17,4
現す,0,6
待機,6,4
岩手県,13,6
主体,14,8
空回り,16,6
贈呈,15,8
あそこ,5,5
通訳,16,8
やり直す,5,4
先進,6,8
縮める,2,2
対照,5,8
先行公開,0,8
つぶす,5,3
本国,11,7
声援,2,5
郊外,13,5
日本酒,8,0
特殊部隊,17,3
描き出す,0,6
手袋,6,1
拷問,1,6
瓶,8,0
念,5,4
最優秀,0,8
悪女,3,7
叫び,2,1
渡辺謙,1,8
熱烈,2,8
魔物,0,6
無敵,4,7
巨乳,4,8
新幹線,12,5
勃発,17,4
踊り,0,6
熱演,1,8
標的,17,4
立たす,17,4
一目瞭然,8,3
中年,3,1
最新技術,10,5
蜷川実花,0,8
青木,4,5
持ち帰る,13,3
明治,14,5
絶する,3,0
江戸,0,4
成就,3,1
安易,14,2
警察官,17,4
道のり,12,4
思い込む,2,1
焼酎,8,0
谷間,5,6
凍りつく,3,4
聞き手,4,5
乗り込む,13,4
目的地,8,5
歳月,14,4
松田龍平,1,8
爆弾,6,4
沈黙,3,5
引き込む,3,2
待ち遠しい,11,3
立て続け,16,5
肉食,10,2
以後,16,6
今春,15,6
娯楽,16,2
踏み込む,2,3
桐谷,11,0
月刊,10,2
洋楽,11,3
現実世界,17,3
着替える,0,3
溶ける,7,0
放出,6,1
夜空,0,4
真珠,7,0
回答者,15,8
称える,3,5
脱原発,17,5
不利,16,1
あてる,6,2
市内,12,5
無関係,2,1
同じ,2,3
中学時代,2,8
痛事,12,1
鳥,9,1
絶つ,17,4
よろしい,4,4
一体感,5,8
連中,3,3
吉瀬美智子,2,8
突く,3,2
踏み切る,16,8
早期,16,8
なっちゃった,0,1
狙える,4,6
紅白歌合戦,15,6
ひとつひとつ,7,4
叱る,17,8
手放す,3,0
日刊,16,7
礼儀,0,0
重要性,17,1
代表取締役社長,15,8
展望,17,1
開催日,13,8
規定,16,8
松嶋菜々子,1,8
僂指,0,1
みな,12,0
動ける,5,4
数少ない,15,0
放射能,11,5
低め,5,6
誘導,6,2
科,14,6
大麻,17,5
越す,2,2
幾つ,15,1
年明け,15,6
顔面,17,6
放送中,16,6
発症,4,0
間取り図,13,3
省く,7,7
いちご。,8,0
新時代,10,4
滲透,0,5
防げる,4,2
盛ん,17,2
石井ゆかり,10,1
秘,10,3
午前中,13,8
黒板,9,5
就活,17,1
景気,17,1
慶應義塾大学,14,7
劣化,4,2
根本,16,0
鎌倉,13,6
別売,9,6
浸かる,1,3
最優先,16,0
画像処理,7,7
直販,11,7
産経,16,8
こまめ,6,0
久美,11,0
山本さん,17,6
なでる,6,1
双眼鏡,6,7
温,7,6
おしり,5,2
外装,6,7
開き直る,1,1
共著,10,1
部位,5,0
肌荒れ,5,0
院長,10,1
宇佐美,3,6
受給,17,8
若々しい,1,4
言い分,1,0
気配り,1,1
意味合い,5,7
気の毒,17,5
慰謝料,17,8
長友佑都,4,5
食中毒,4,0
打席,5,5
つま先,6,5
末永,11,0
風水,9,1
乙女心,1,7
冷え性,5,0
ほめる,2,1
植松,11,0
宮市,4,5
ぬく,8,3
和やか,1,5
凝縮,8,2
別居,17,5
読み上げる,2,3
観光客,0,4
鑑賞券,12,8
米倉涼子,2,8
助演女優賞,1,8
焼ける,7,1
思い入れ,0,6
恋に落ちる,1,6
観客動員数,15,6
志願,16,4
同年,15,6
肉食系,10,3
今年度,11,7
境地,0,6
短編,0,7
鶏,8,0
薬膳,8,0
名曲,0,6
四季,0,5
大金,16,4
全裸,17,5
真っ直ぐ,5,5
釣る,3,3
騎士,0,6
凌ぐ,4,7
恋愛映画,1,7
語り継ぐ,2,2
塾,12,0
白黒,1,6
繰り出す,0,5
もてる,12,0
日本文化,17,2
うさぎ,0,4
どん底,3,0
宝,13,5
黄色い,6,6
第一,13,2
匹敵,17,2
申し訳,17,8
一幕,17,6
命令,17,4
転ぶ,6,4
後押し,2,3
強大,17,3
しかる,13,2
苦戦,4,5
推薦,15,8
あり方,16,1
打撃,4,6
糸,6,6
島田,10,0
浮かび上がる,2,2
岩,13,5
真似る,3,8
処女,17,5
序盤,4,6
目白押し,11,3
民,0,5
金持ち,16,4
気分転換,0,3
夜中,0,2
覚める,2,3
凄腕,4,8
裕美,11,0
こぼれる,1,3
取り合う,0,2
のち,9,3
登る,0,4
長い間,12,1
ほのか,7,0
調達,8,7
沖,11,3
燃やす,3,1
阻止,17,3
秘策,10,2
欠かす,13,0
挙式,13,3
触覚,17,2
柱,6,4
お家,0,3
門,13,5
見抜く,2,1
たくましい,2,1
隠れ家,0,4
人体,5,0
聞き取る,7,6
部員,14,7
処方箋,10,2
根,7,1
保有,9,8
さらけ出す,2,2
女子校,14,5
免許,16,2
戦える,5,6
乗れる,12,4
混在,6,6
形態,11,7
来春,11,7
世帯,9,8
杉本,11,0
公式戦,4,5
細やか,5,7
帯びる,6,7
世界で初めて,10,6
腕時計,8,4
愛着,1,0
喉,5,1
梢,0,7
昨年末,15,6
謳う,9,4
総研,10,7
証,15,1
中間,7,4
ナイン,3,3
遠距離恋愛,14,4
嫌がらせ,17,7
自主,15,7
倉庫,12,5
鞄,7,2
拡張機能,8,4
欲張り,10,4
落とし穴,14,1
間隔,7,7
業種,17,0
対象商品,10,8
念力,14,6
つきあい,1,1
並び,9,4
配属,15,8
扇風機,6,1
踊り手,10,0
損傷,4,0
復元,16,8
敷居,7,8
買取,10,8
嫁ぐ,14,4
倍率,7,8
躍進,15,6
付箋,8,5
込,11,7
創作,9,0
何より,14,1
業務用,10,6
本誌,10,2
板野友美,2,8
肩こり,5,0
糞,1,1
お待ち,13,0
品物,10,7
情報量,7,8
競泳,14,7
払い,10,8
混じる,2,4
体験版,10,7
安打,4,5
旨,17,8
経路,8,5
ろ,0,3
祝女,11,3
身だしなみ,6,1
色味,6,7
蛍光灯,11,5
年末商戦,11,6
ふるいちやすし,10,0
柔らか,7,0
はかる,14,2
炭酸水,8,0
照射,6,7
小顔,6,0
活,16,0
試着,0,4
消灯,7,6
田村淳,17,6
しわ,6,0
みそ汁,8,0
電話機,9,6
島田紳助,11,0
舞,12,0
伊集院,17,6
教員,16,8
客室乗務員,12,0
八百長,17,8
片思い,2,1
恋愛経験,3,1
生理痛,5,0
合宿,15,6
錦織,4,5
振袖,13,3
誘拐,17,4
無位,13,2
休止,17,5
小池,1,8
記念撮影,14,8
思いやり,2,0
引き離す,15,3
自虐,3,4
見失う,3,0
話し合い,16,0
中の人,10,1
くり,9,4
締切,12,8
広末涼子,2,8
育ち,0,4
つる,2,3
売価,9,2
対立,17,4
導き出す,16,0
往年,0,7
煽る,3,2
童貞,16,4
樹立,4,6
熱唱,2,5
拒む,4,3
人種,17,3
三昧,0,3
内臓,5,0
漏れ,6,4
創世記,0,8
監督賞,0,8
生々しい,2,4
暴力団,17,5
出口,13,4
准教授,10,1
ときめき,3,0
結集,0,7
全貌,1,6
吉本,17,6
すばらしい,0,6
たどる,7,3
圏,17,2
洗脳,17,5
皮肉,3,4
圧倒,3,4
新婚,15,5
職権乱用,17,4
手っ取り早い,14,1
接近,16,4
三池,11,0
没頭,3,0
大嫌い,2,1
林遣都,2,8
旧式,4,8
主演映画,0,8
相撲,3,5
受け入れ,2,0
澄む,0,5
少林寺,0,6
修行,16,0
こぼす,1,2
飲みで,10,7
別人,2,2
炸裂,0,7
使い道,14,1
沈む,1,3
翔,2,8
ぶる,2,3
編成,5,6
全巻,10,2
五,14,6
兆,9,8
映画版,1,8
功績,15,5
天候,5,3
常連,2,8
一週間,15,7
数学,17,1
演歌,12,0
意気投合,0,2
逸脱,16,3
逸材,4,6
あんた,0,1
演技派,2,8
選挙,16,7
天海祐希,2,8
錯覚,0,4
快感,4,0
顔ぶれ,2,8
断,5,6
本性,2,0
好奇心,4,8
躍る,1,6
境遇,3,0
区別,14,1
深み,5,8
黒木,2,8
前進,16,1
花束,13,8
発達,17,2
衛星,10,6
埼玉西武,16,6
洪水,11,6
この間,12,1
先生を流産させる会,1,7
ばれる,2,2
太郎,1,7
犯す,17,4
西山,17,6
活動中,14,5
録,9,5
先端,7,7
文系,17,0
高騰,11,6
優勢,15,1
見送る,15,8
富士山,12,5
陽,0,4
妨げ,4,0
香,9,0
顔負け,4,8
材,6,7
止め,7,3
梶原,12,2
鹿児島,13,5
他者,16,3
申込,11,8
ニア,16,1
貸す,1,2
商店街,13,5
いいじゃない,2,1
つまむ,7,0
賑わい,0,4
下心,1,0
日食,12,5
惚れる,2,1
におい,6,1
事務局,11,8
補修,6,0
自力,5,4
櫻井,11,0
実物,11,5
計測器,10,6
かた,14,1
役立てる,13,0
折れる,6,4
豊,10,2
たつの,8,2
美術館,12,7
移転,10,7
注入,7,3
雇用,17,1
在籍,15,8
愛知,13,7
激辛,3,0
優待,11,7
乗,3,6
来意,1,1
そろえる,13,1
絞り込む,8,4
給電,8,6
濡れる,6,1
手早い,8,4
補償,10,8
携帯端末,10,6
断片化,8,6
長文,8,4
購読,8,5
柔軟性,6,8
描画,7,8
記号,8,4
滴,7,7
取締役,17,0
安定性,7,8
井上翔,10,0
持ち歩ける,7,8
混む,0,3
筆記体,8,4
集約,9,3
針,7,5
志摩線,13,1
鉄拳,17,6
押し付ける,1,1
損なう,4,1
勤務先,17,0
一体型,10,5
突起,6,6
どうしたらいいの,1,0
素肌,4,8
勉強会,14,8
個々,16,0
必需品,13,1
宇多田,16,5
食器,7,0
松坂,4,4
活動量計,9,5
等級,6,2
血流,5,0
緊急地震速報,9,5
着目,7,2
不景気,17,2
対象者,12,7
草食系男子,11,2
君が代,16,7
上田,17,6
厚生労働省,15,6
竹,7,1
母乳,5,0
里田,17,6
籠谷,11,0
外資,17,0
和風,8,0
空き缶,6,4
社内恋愛,13,1
ひざ,6,5
よもぎ,7,0
洋子,11,0
闘莉王,4,5
金本,16,6
厄年,12,0
新宿東口,12,7
暫定値,10,5
月割,10,8
村本,2,4
逃亡,17,4
通算,4,6
発射,6,6
一人一人,4,6
感動作,0,7
最前線,3,8
正反対,2,7
追い求める,3,0
屈指,14,6
集う,0,6
新設,15,8
健在,3,8
無謀,16,4
家族の絆,3,0
緻密,6,7
女性陣,3,5
縮まる,6,4
患う,15,5
私服,11,1
身内,14,3
海賊,2,6
遥か,5,7
凄まじい,4,3
強要,17,8
うかがえる,15,1
完成披露試写会,14,8
代位,14,6
進撃,4,6
弓,3,7
名手,5,8
染谷将太,2,8
役員,15,8
豪快,0,5
暗殺,17,4
君臨,17,2
隊員,17,3
金字塔,0,7
濡れ場,1,7
解き明かす,17,4
旅立つ,13,5
一昨年,15,6
振りまく,2,6
一丸,4,6
話し手,0,1
割れる,6,5
斜め,6,6
余命,15,4
瑛太,1,8
清楚,4,8
加算,10,8
世界遺産,12,5
美咲,11,0
かっこ,3,7
帰り道,13,4
撃退,5,0
移住,14,4
厨房,9,0
泊まる,0,2
遣都,2,8
容赦,12,4
前髪,6,5
気力,3,0
道端,2,8
過去最大,9,8
一堂,14,8
つんく♂,10,0
望み,3,0
日後,16,7
園,5,4
見慣れる,1,4
出逢う,2,1
あなたと,2,1
定評のある,5,7
偉大,2,0
しんどい,1,1
小道具,5,8
卓球,15,6
中川,11,0
凶,17,3
女性限定,14,8
上京,14,5
著しい,17,2
かけ離れる,3,1
失踪,17,4
笑み,1,3
愛菜,1,8
怒鳴る,1,2
自然体,4,8
爆破,17,4
副業,17,0
宝物,1,4
義理,13,2
全国各地,12,4
翌年,15,6
上地雄輔,2,8
各自,7,3
付き合える,1,0
循環,5,1
転がる,5,4
異国,13,5
はと,9,7
芽生える,3,0
拡張現実,11,4
初体験,2,3
女房,11,2
向井,11,0
高まり,16,2
なり,3,5
競合,16,1
篤姫,14,4
待ち時間,6,4
司会者,17,6
醤油,8,0
威力,5,7
富永,10,0
日差し,0,4
い,3,4
駆る,2,2
棟,13,5
薬剤師,17,0
及ぼす,4,0
愛と誠,1,7
学年,15,5
暇つぶし,0,2
稀,4,8
選曲,2,5
気が付く,1,2
曖昧,1,1
授与,15,8
石油,13,5
凝らす,0,5
大手企業,17,0
迷信,15,4
発散,1,2
麺,8,0
譲る,0,1
小規模,11,5
姉さん,1,1
慌ただしい,0,3
出産後,4,0
漏らす,17,6
有数,12,6
金曜,13,7
悪用,17,4
不振,4,5
返金,10,8
記述,17,8
日本列島,11,4
言い出す,1,1
甘え,1,0
大敵,5,0
勢,4,5
ため息,0,6
富士,10,5
機嫌,1,1
電池切れ,13,3
無線通信,10,6
だれ,13,2
ためらう,14,1
本業,15,1
西村,10,0
大人の対応,3,2
使いこなせる,15,0
通学,0,3
恩恵,8,8
系統,6,7
数時間,6,4
対処法,8,4
量産,5,6
問合せ,11,8
番組表,8,4
数回,5,4
応答,5,7
一種,16,3
出し入れ,7,5
触れ合う,14,3
隙間,6,6
最適化,7,7
実態調査,11,7
対話,15,8
李,3,5
酷評,17,7
三角,6,5
痛車,12,4
置ける,1,3
協業,15,8
併設,13,7
品位,6,8
脳波,4,1
そ,3,4
盗難,10,6
準々決勝,4,5
受付期間,12,7
江,2,7
目覚め,0,4
加熱,7,1
入賞作品,12,8
引き締め,5,1
露骨,17,7
体組成計,9,5
保てる,6,1
まつげ,6,5
高齢,14,3
販売員,11,6
引き分け,4,5
竹山,17,7
甘辛い,9,1
火曜,2,3
李大統領,17,3
矢部,17,6
胸中,17,6
内田篤人,3,5
支出,9,8
広尾,13,7
香ばしい,7,0
菅野,4,4
新店,12,7
色素,6,0
ほうれい線,5,0
紅,9,1
つわり,4,0
生足,12,0
采配,4,5
同点,4,5
松村圭子,9,1
婦人科,5,0
綾子,11,0
原理,7,7
見舞う,4,2
重荷,13,2
読み,10,3
役目,16,1
落胆,17,7
最優秀賞,15,8
あたたかい,6,1
前売り,12,8
象,2,7
症候群,2,1
作詞,2,8
彩り,0,5
杉本彩,11,1
追放,17,4
罠,17,4
追い詰める,16,4
不動,3,8
吹く,6,2
渦巻く,3,0
大富豪,14,4
勅使河原,9,1
てしがわら,9,1
名探偵,0,8
放送開始,1,8
個人情報保護,9,3
かなえる,0,6
瞬,3,6
出迎え,0,5
交代,4,4
極める,2,7
渦,0,6
塔,14,5
婚約指輪,13,3
撮影後,7,6
鈴木京香,1,8
苦しみ,3,0
代目,14,6
枕,6,2
かざす,9,5
追跡,17,4
吹き飛ばす,1,3
鬼才,0,8
最年少,15,6
すれ違う,2,1
福田,2,6
改造,16,4
節目,15,5
通天閣,13,7
締結,16,7
生きる伝説,9,2
挑発,3,4
射止める,3,8
切り口,5,8
試練,0,6
本名,14,5
係,16,4
咲,1,8
悪夢,0,6
揺れ,6,6
増税,16,2
大小,5,7
こたえる,16,1
組み立てる,14,1
階級,4,6
現代社会,17,3
珍,9,2
七,8,2
暗号,7,4
まち,1,6
完備,9,6
優,2,8
体現,3,0
多額,14,3
一つ一つ,2,3
人種差別,17,3
虐待,17,3
拍子,12,3
ひと味,6,8
色彩,5,8
高田里穂,1,8
問題点,17,8
遺伝子,4,8
矛盾,17,8
宗教,17,2
身体能力,5,8
訓練,17,3
保持,7,7
集計,15,8
奇想天外,0,6
社交,0,4
意味深,3,4
防衛,17,4
蜷川,1,5
全額,10,8
頼み,14,4
考察,10,2
空ける,0,2
たばこ,5,1
新郎,13,3
反す,3,6
一角,12,6
対峙,17,3
精,12,1
消費税,9,8
多発,16,4
招集,17,3
程よい,7,0
交ぜる,1,5
捕まえる,3,3
疎遠,14,3
脳内,4,1
出題,16,8
めんどくさい,12,2
客室,12,5
愉しい,5,7
繊維,6,7
振る舞う,13,1
複数回,10,8
過半数,9,8
つづく,1,6
一時期,12,3
不良,5,7
統括,15,8
結構,13,1
優秀賞,14,8
革,7,1
趣向,1,5
助言,12,1
子持ち,2,1
あける,6,5
合同,14,8
露呈,3,1
愛する人,0,6
祝い,13,3
緩和,5,0
水没,5,2
天体,11,5
あっちゃん,12,1
愛しい,9,1
日本人女性,14,5
じょ,9,1
足る,13,1
売買,16,8
連鎖,5,4
貸し出す,11,8
一日中,12,3
内装,6,8
目覚まし,9,5
あいつ,3,4
美也子,11,0
勿体,0,0
折り紙,1,4
出世,14,3
動機,15,1
担任,12,0
早変わり,9,5
ありそうでなかった,10,4
日本選手権,15,6
入,12,7
成功哲学,9,1
板垣,9,2
英憲,9,2
破婚,1,5
と列,7,4
売上げ,17,0
電化製品,10,6
自分撮り,7,6
旧,5,6
経済力,14,2
ひかり,10,6
中部国際空港,12,7
成田,12,6
お小遣い,9,8
充電時間,9,5
都道府県,8,4
問い合わせる,11,7
考える人,14,1
支社,16,8
複利,17,2
云々,3,2
音楽配信,10,7
大凡,8,8
英文,8,4
基盤,6,7
罰則,17,3
割り当て,9,7
顔写真,8,4
から,8,8
税,10,8
橋下徹,16,7
国会議員,17,8
新陳代謝,5,0
付与,10,8
取り外し,7,7
三宅,11,0
帯域,8,8
沿い,12,5
貴方,14,0
物凄い,4,3
相星,10,0
子会社,10,6
とまる,2,3
坊さん,1,4
災害時,10,6
収束,17,7
貸し出し,11,8
白髪染め,6,1
押せる,6,6
線量,7,7
雨宮,1,7
紅白,3,5
長引く,9,8
たるみ,5,0
お茶の間,2,5
冷凍,7,1
口当たり,7,0
防犯,16,8
影響力,17,1
癒し系,2,5
干す,6,2
生年月日,8,4
連勝,4,5
綴り,12,1
社会保障,16,2
待遇,17,1
直子,11,0
遼,11,1
質問者,12,1
ゆとり世代,16,2
出社,0,2
の子,12,0
思い込み,2,1
韓国戦,4,5
果実,7,0
一軍,4,5
佐藤和男,9,2
綿,6,6
総合格闘技,15,6
練習場,0,3
牧場,8,1
父様,12,0
恋愛相談,12,0
新婦,13,3
かぼちゃ,8,0
天面,7,6
先代,15,3
澤村,16,6
霊感,17,2
結婚相談所,16,8
きょうだい,2,1
契約変更,10,8
昨冬,10,2
紀伊國屋書店,11,7
築ける,12,0
劇団ひとり,2,8
しま,2,5
役作り,2,7
笑わせる,1,1
若者たち,16,3
面々,2,8
煙,6,1
長期間,5,3
限定発売,12,7
教会,0,7
成る,16,3
密か,12,1
走り回る,0,5
ほど,11,2
女装,17,4
全米公開,0,8
長蛇,12,7
不可解,3,5
みゆき,1,7
宇宙兄弟,10,3
接続料,9,1
強気,3,3
反感,12,2
